Month Name,Agency,Description,Borough,# of Incidents,Response Times
2017 / 03,FDNY,Average response time to non-fire emergencies,Bronx,5218,538.25
2017 / 03,FDNY,Average response time to non-fire emergencies,Brooklyn,7955,460.44
2017 / 03,FDNY,Average response time to non-fire emergencies,Manhattan,5866,507.1
2017 / 03,FDNY,Average response time to non-fire emergencies,Queens,5250,558.84
2017 / 03,FDNY,Average response time to non-fire emergencies,Staten Island,1262,483.72
2017 / 03,FDNY,Average response time to non-fire emergencies,Unspecified,4,711
2017 / 03,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,490,437.55
2017 / 03,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,678,475.06
2017 / 03,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,499,430.82
2017 / 03,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,555,444.81
2017 / 03,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,132,429.65
2017 / 03,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,2,522
2017 / 03,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,9676,550.37
2017 / 03,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,11584,560.33
2017 / 03,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,9429,537.33
2017 / 03,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,8176,550.02
2017 / 03,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1808,512.24
2017 / 03,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,16,649.88
2017 / 03,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,23457,669.76
2017 / 03,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,28026,662.35
2017 / 03,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,22741,668.41
2017 / 03,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,19206,606.24
2017 / 03,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4062,553.98
2017 / 03,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,60,1007.35
2017 / 03,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2139,501
2017 / 03,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3745,424.16
2017 / 03,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2434,475.67
2017 / 03,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2502,466.52
2017 / 03,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,577,451.6
2017 / 03,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,5,418.2
2017 / 03,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,10202,522.61
2017 / 03,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,12375,497.48
2017 / 03,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,10138,503.89
2017 / 03,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,8736,498.82
2017 / 03,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,1953,461.22
2017 / 03,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,16,604.56
2017 / 03,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,5035,54.66
2017 / 03,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,7980,52.86
2017 / 03,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,6551,62.51
2017 / 03,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5457,49.18
2017 / 03,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1242,63.69
2017 / 03,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,11,27.27
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,477,40.88
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,893,59.69
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,607,37.89
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,725,29.66
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,91,39.56
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,477,57.02
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,893,38.3
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,607,57.99
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,725,66.62
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,91,58.24
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,477,1.47
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,893,1.34
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,607,3.95
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,725,3.03
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,91,1.1
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,477,0.63
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,893,0.67
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,607,0.16
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,725,0.69
2017 / 03,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,91,1.1
2017 / 02,FDNY,Average response time to structural fires,Bronx,266,322.96
2017 / 02,FDNY,Average response time to structural fires,Brooklyn,381,259.58
2017 / 02,FDNY,Average response time to structural fires,Manhattan,257,294.82
2017 / 02,FDNY,Average response time to structural fires,Queens,189,298.96
2017 / 02,FDNY,Average response time to structural fires,Staten Island,52,304.48
2017 / 02,FDNY,Average response time to non-structural fires,Bronx,177,395.48
2017 / 02,FDNY,Average response time to non-structural fires,Brooklyn,549,329.17
2017 / 02,FDNY,Average response time to non-structural fires,Manhattan,321,362.65
2017 / 02,FDNY,Average response time to non-structural fires,Queens,474,394.03
2017 / 02,FDNY,Average response time to non-structural fires,Staten Island,36,355.44
2017 / 02,FDNY,Average response time to non-fire emergencies,Bronx,4552,529.84
2017 / 02,FDNY,Average response time to non-fire emergencies,Brooklyn,6499,449.2
2017 / 02,FDNY,Average response time to non-fire emergencies,Manhattan,5028,492.09
2017 / 02,FDNY,Average response time to non-fire emergencies,Queens,4394,538.72
2017 / 02,FDNY,Average response time to non-fire emergencies,Staten Island,1160,473.09
2017 / 02,FDNY,Average response time to non-fire emergencies,Unspecified,6,570.83
2017 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,485,455.24
2017 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,678,446.02
2017 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,466,421.43
2017 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,544,448.55
2017 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,135,432.74
2017 / 02,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,1,384
2017 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,9043,546.04
2017 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,10566,547.54
2017 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,8782,522.34
2017 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,7469,554.56
2017 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1718,506.45
2017 / 02,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,11,909.09
2017 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,21868,645.88
2017 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,25594,652.25
2017 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,21059,644.81
2017 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,17374,596.98
2017 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,3856,557.73
2017 / 02,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,66,1192.33
2017 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2077,486.06
2017 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3375,423.63
2017 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2232,476.2
2017 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2356,459.89
2017 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,605,421.07
2017 / 02,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,7,607.14
2017 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,9485,513.7
2017 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,11240,489.2
2017 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,9450,491.86
2017 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,7980,499.43
2017 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,1856,452.95
2017 / 02,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,11,688.82
2017 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,4620,56
2017 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,7454,54.89
2017 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,6217,64.8
2017 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5027,48.71
2017 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1183,64.16
2017 / 02,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,7,28.57
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,443,40.86
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,930,60.54
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,578,42.21
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,663,29.41
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,88,45.45
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,443,56.66
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,930,38.17
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,578,55.36
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,663,66.97
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,88,53.41
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,443,1.81
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,930,0.97
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,578,2.25
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,663,3.32
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,88,1.14
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,443,0.68
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,930,0.32
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,578,0.17
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,663,0.45
2017 / 02,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,88,0
2017 / 01,FDNY,Average response time to structural fires,Bronx,294,315.89
2017 / 01,FDNY,Average response time to structural fires,Brooklyn,450,264.63
2017 / 01,FDNY,Average response time to structural fires,Manhattan,276,296.5
2017 / 01,FDNY,Average response time to structural fires,Queens,221,325.58
2017 / 01,FDNY,Average response time to structural fires,Staten Island,68,367.26
2017 / 01,FDNY,Average response time to non-structural fires,Bronx,150,438.85
2017 / 01,FDNY,Average response time to non-structural fires,Brooklyn,508,338.94
2017 / 01,FDNY,Average response time to non-structural fires,Manhattan,352,370.88
2017 / 01,FDNY,Average response time to non-structural fires,Queens,356,386.94
2017 / 01,FDNY,Average response time to non-structural fires,Staten Island,39,346.51
2017 / 01,FDNY,Average response time to non-fire emergencies,Bronx,4742,519.61
2017 / 01,FDNY,Average response time to non-fire emergencies,Brooklyn,6788,461.47
2017 / 01,FDNY,Average response time to non-fire emergencies,Manhattan,5285,485.4
2017 / 01,FDNY,Average response time to non-fire emergencies,Queens,4496,543.25
2017 / 01,FDNY,Average response time to non-fire emergencies,Staten Island,1172,465.79
2017 / 01,FDNY,Average response time to non-fire emergencies,Unspecified,3,721
2017 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,525,446.75
2017 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,794,464.66
2017 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,563,424.41
2017 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,645,468.5
2017 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,147,435.52
2017 / 01,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,4,586.5
2017 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,10588,562.59
2017 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,12310,554.22
2017 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,9942,532.35
2017 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,8552,569.93
2017 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,1975,520.52
2017 / 01,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,10,692.7
2017 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,25494,695.05
2017 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,29335,681.55
2017 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,23435,678.28
2017 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,19649,635.63
2017 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4224,571.39
2017 / 01,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,57,944.05
2017 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2250,487.6
2017 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,3631,428.57
2017 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2476,474.41
2017 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2567,471.35
2017 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,618,434.61
2017 / 01,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,8,526.25
2017 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,11071,531.6
2017 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,12992,496.77
2017 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,10573,500.87
2017 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,9028,514.33
2017 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,2099,469.8
2017 / 01,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,13,635.85
2017 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,5263,54.68
2017 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,8681,54.71
2017 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,6957,63.9
2017 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5802,47.99
2017 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1352,59.69
2017 / 01,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,5,80
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,444,39.41
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,958,61.38
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,628,40.76
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,577,32.93
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,107,41.12
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,444,58.11
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,958,36.95
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,628,56.53
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,577,64.64
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,107,57.94
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,444,2.03
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,958,1.36
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,628,2.55
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,577,1.91
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,107,0
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,444,0.68
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,958,0.31
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,628,0.16
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,577,0.52
2017 / 01,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,107,0.93
2016 / 12,FDNY,Average response time to structural fires,Bronx,357,310.8
2016 / 12,FDNY,Average response time to structural fires,Brooklyn,490,260.94
2016 / 12,FDNY,Average response time to structural fires,Manhattan,332,303.36
2016 / 12,FDNY,Average response time to structural fires,Queens,260,332.8
2016 / 12,FDNY,Average response time to structural fires,Staten Island,64,312.52
2016 / 12,FDNY,Average response time to non-structural fires,Bronx,121,416.51
2016 / 12,FDNY,Average response time to non-structural fires,Brooklyn,266,326.78
2016 / 12,FDNY,Average response time to non-structural fires,Manhattan,190,363.17
2016 / 12,FDNY,Average response time to non-structural fires,Queens,248,364.33
2016 / 12,FDNY,Average response time to non-structural fires,Staten Island,36,356.64
2016 / 12,FDNY,Average response time to non-fire emergencies,Bronx,5214,510.74
2016 / 12,FDNY,Average response time to non-fire emergencies,Brooklyn,7659,446.8
2016 / 12,FDNY,Average response time to non-fire emergencies,Manhattan,5819,483.29
2016 / 12,FDNY,Average response time to non-fire emergencies,Queens,4820,527.56
2016 / 12,FDNY,Average response time to non-fire emergencies,Staten Island,1187,494.31
2016 / 12,FDNY,Average response time to non-fire emergencies,Unspecified,2,869
2016 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,618,440.13
2016 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,793,452.22
2016 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,559,405.64
2016 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,602,452.62
2016 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,164,441.46
2016 / 12,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,2,748.5
2016 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,10501,554.7
2016 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,12376,554.73
2016 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,10241,535.11
2016 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,8690,557.42
2016 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,2010,520.13
2016 / 12,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,13,712.92
2016 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,25345,674.5
2016 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,29520,670.66
2016 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,24157,678.75
2016 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,20040,618.21
2016 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4286,573.85
2016 / 12,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,53,1236.62
2016 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,2384,489.95
2016 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,4034,422.16
2016 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,2704,476.85
2016 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,2752,466.48
2016 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,664,483.51
2016 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,3,594.67
2016 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,11007,523.61
2016 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,13150,494.61
2016 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,11021,500.51
2016 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,9231,504.03
2016 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,2142,469.03
2016 / 12,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,13,645.54
2016 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,5243,52.8
2016 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,8637,54.46
2016 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,7160,62.78
2016 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,5796,48.77
2016 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1369,59.83
2016 / 12,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,5,20
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,478,46.03
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,756,69.58
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,522,43.49
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,508,39.76
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,100,41
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,478,51.88
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,756,28.97
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,522,55.17
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,508,57.87
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,100,59
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,478,1.46
2016 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Brooklyn,756,1.19
